Recency,Frequency,Monetary,Cluster
0.8138213052600807,1.5213788392462473,1.4355031004189924,1
-1.2585579177452442,1.5213788392462473,1.4355031004189924,1
1.2374821388518265,1.5213788392462473,1.306481318882893,1
0.7677666268440382,1.5213788392462473,1.4355031004189924,1
0.8268629639552759,1.5213788392462473,1.4355031004189924,1
0.8203485265043844,1.5213788392462473,1.4355031004189924,1
0.7411568844259924,1.5213788392462473,1.4241072580114584,1
1.0958207650631324,1.5213788392462473,1.4355031004189924,1
1.1967305732725684,1.5213788392462473,1.4355031004189924,1
0.7743854056328425,1.5213788392462473,1.4250016547923336,1
0.680475269992644,1.5213788392462473,1.3035115844966791,1
1.0958207650631324,1.5213788392462473,1.30864318531973,1
-0.5323968848034539,1.1244643694081728,-0.584550449284216,1
-2.270457084754421,1.1244643694081728,-0.4837639682235331,2
0.8333646895119254,1.1244643694081728,-0.289913039633349,1
1.4403253585065434,-0.7948444637198104,1.1063176258529168,0
1.3176649981070454,-0.7948444637198104,1.0659570778917535,0
-0.5216327648736706,1.5213788392462473,1.196282543456573,1
-0.6318322077961753,1.5213788392462473,1.3460917819185683,1
-1.9489447363151684,1.6104535164989486,0.3508864498852455,1
1.5485573903961385,-0.7948444637198104,0.8335135779919665,0
1.4127910374864205,-0.7948444637198104,1.0756814363775469,0
1.4293351768337266,-0.7948444637198104,0.8347783866381616,0
-2.0096674043593543,1.1244643694081728,-0.28939679046758193,2
0.21060900330012128,1.1244643694081728,-0.7202157138968293,1
-0.6431811734274149,1.5213788392462473,1.3945222524268768,1
-0.5323968848034539,1.5213788392462473,1.430700113079235,1
-0.6318322077961753,1.5213788392462473,1.4355031004189924,1
-0.4477489975800628,1.5213788392462473,1.3428597213833728,1
-0.846797527152179,1.5213788392462473,1.4292053871413168,1
-0.8216925903673155,1.5213788392462473,1.0842806398542553,1
-0.8722468469683035,1.5213788392462473,1.293851240931603,1
-0.8092651398714091,1.5213788392462473,1.4355031004189924,1
-0.7724642725646894,1.5213788392462473,1.340537679322947,1
-0.8342028492620562,1.5213788392462473,1.0894594148223802,1
-0.898054528059306,1.5213788392462473,1.141011442602384,1
1.4183136426376848,-0.7948444637198104,0.8425105618094287,0
1.4293351768337266,-0.7948444637198104,1.4355031004189924,0
-0.8594782870841502,1.5213788392462473,1.0181578548843868,1
-0.846797527152179,1.5213788392462473,1.4355031004189924,1
1.0043517946386535,-0.7948444637198104,1.0705533552213493,0
1.4622126836175848,-0.7948444637198104,1.07774792675811,0
-0.554089741735306,1.1244643694081728,0.7397264312782215,1
0.021002481892287296,1.1244643694081728,-1.1046443365385918,1
-0.8092651398714091,1.5213788392462473,1.3475425721862184,1
-0.6892240543429126,1.1244643694081728,-0.5719726580256561,1
